codigo_estacion,institucion,fuente,nombre,altura,latitud,longitud,codigo_cuenca,nombre_cuenca,codigo_sub_cuenca,nombre_sub_cuenca,inicio_observaciones,fin_observaciones,cantidad_observaciones,inicio_automatica
5721016,DGA,dga_web,Rio San Francisco Antes Junta Estero Yerba Loca,1550,-33.3086,-70.3572,57.0,Rio Maipo,572.0,Rio Mapocho Alto,2016-01-11,2019-04-29,826,2016-02-01
5722001,DGA,dga_web,Estero Arrayan En La Montosa,880,-33.3256,-70.4561,57.0,Rio Maipo,572.0,Rio Mapocho Alto,2013-08-05,2018-05-31,1723,2013-08-05
5721001,DGA,dga_web,Estero Yerba Loca Antes Junta San Francisco,1350,-33.3414,-70.3636,57.0,Rio Maipo,572.0,Rio Mapocho Alto,2013-10-21,2018-05-31,1680,2013-10-21
5720003,DGA,dga_web,La Ermita Central En Bocatoma,1350,-33.3414,-70.3636,57.0,Rio Maipo,572.0,Rio Mapocho Alto,1991-08-13,2001-12-27,2985,-
5722002,DGA,dga_web,Rio Mapocho En Los Almendros,966,-33.3703,-70.4508,57.0,Rio Maipo,572.0,Rio Mapocho Alto,1999-08-03,2016-04-30,4472,2005-09-01
5730012,DGA,dga_web,Cerro Calan,848,-33.395,-70.5367,57.0,Rio Maipo,573.0,Rio Mapocho Bajo,1976-06-18,2020-03-31,15755,2017-01-01
5744002,DGA,dga_web,Los Panguiles,190,-33.4386,-71.0256,57.0,Rio Maipo,574.0,Rio Maipo Bajo (Entre Rio Mapocho Y Desembocadura),1980-11-03,2016-12-31,12942,-
5730016,DGA,dga_web,Terraza Oficinas Centrales Dga,560,-33.4486,-70.6444,57.0,Rio Maipo,573.0,Rio Mapocho Bajo,2011-01-01,2020-03-31,2967,2011-01-01
5706001,DGA,dga_web,Rio Olivares Antes Junta Rio Colorado,1500,-33.4878,-70.1367,57.0,Rio Maipo,570.0,Rio Maipo Alto,2016-11-01,2020-03-31,1204,2016-11-01
5705001,DGA,dga_web,Rio Colorado Antes Junta Rio Olivares,1500,-33.49,-70.1342,57.0,Rio Maipo,570.0,Rio Maipo Alto,2016-11-13,2020-03-31,1077,2016-11-13
5737002,DGA,dga_web,Rio Mapocho Rinconada De Maipu,440,-33.4961,-70.8167,57.0,Rio Maipo,573.0,Rio Mapocho Bajo,2013-08-09,2017-05-13,1237,2013-08-09
5730015,DGA,dga_web,Campus San Joaquin U.C.,570,-33.4975,-70.6142,57.0,Rio Maipo,573.0,Rio Mapocho Bajo,1977-03-07,1982-05-31,1491,-
5730039,DGA,dga_web,Quebrada De Macul,950,-33.5017,-70.5144,57.0,Rio Maipo,573.0,Rio Mapocho Bajo,2003-05-10,2020-03-31,3793,2005-09-01
5703011,DGA,dga_web,Glaciar Echaurren,3850,-33.5722,-70.1283,57.0,Rio Maipo,570.0,Rio Maipo Alto (Hasta Despues Junta Rio Colorado),1999-03-04,2002-08-18,1087,-
5710001,DGA,dga_web,Rio Maipo En El Manzano,850,-33.5939,-70.3792,57.0,Rio Maipo,571.0,Rio Maipo Medio,2011-01-01,2018-05-31,2308,2011-01-01
5703009,DGA,dga_web,Laguna Negra,2780,-33.6658,-70.1078,57.0,Rio Maipo,570.0,Rio Maipo Alto (Hasta Despues Junta Rio Colorado),2003-02-25,2020-03-31,4589,2005-09-01
5711003,DGA,dga_web,Pirque,659,-33.6736,-70.5869,57.0,Rio Maipo,571.0,Rio Maipo Medio,1967-10-10,2016-12-31,15140,-
5703008,DGA,dga_web,El Yeso Embalse,2475,-33.6767,-70.0886,57.0,Rio Maipo,570.0,Rio Maipo Alto,1962-04-13,2020-03-31,18307,2017-06-01
5740005,DGA,dga_web,Melipilla,168,-33.6803,-71.1997,57.0,Rio Maipo,574.0,Rio Maipo Bajo (Entre Rio Mapocho Y Desembocadura),1971-06-02,2013-03-31,12450,-
5702011,DGA,dga_web,Glaciar San Franciscoen Aguas Panimavida,2220,-33.8053,-70.07,57.0,Rio Maipo,570.0,Rio Maipo Alto,2011-01-01,2020-03-31,2765,2011-01-01
5702001,DGA,dga_web,Rio Volcan En Queltehues,1365,-33.8056,-70.2089,57.0,Rio Maipo,570.0,Rio Maipo Alto,2016-11-01,2020-03-31,1224,2016-11-01
5701008,DGA,dga_web,Queltehues,1450,-33.8164,-70.2172,57.0,Rio Maipo,570.0,Rio Maipo Alto,1976-12-11,1978-12-31,738,-
5716005,DGA,dga_web,Laguna Aculeo,360,-33.8858,-70.8775,57.0,Rio Maipo,571.0,Rio Maipo Medio,1988-12-07,2016-12-31,8831,-
5701005,DGA,dga_web,Las Melosas,1527,-33.8994,-70.1981,57.0,Rio Maipo,570.0,Rio Maipo Alto,1968-03-01,1984-05-30,5867,-
6011003,DGA,dga_web,Graneros,500,-34.0556,-70.7083,60.0,Rio Rapel,601.0,Cachapoal Bajo,1979-04-17,1998-06-30,6868,-
6011001,DGA,dga_web,Estero De La Cadena Antes Junta Rio Cachapoal,440,-34.1842,-70.8436,60.0,Rio Rapel,600.0,Rio Cachapoal Bajo (Bajo Jta Rio Claro Y E Rapel),2017-01-01,2018-05-31,509,2017-01-01
6003001,DGA,dga_web,Rio Cachapoal 5 Km. Aguas Abajo Junta Cortaderal,1127,-34.3464,-70.3764,60.0,Rio Rapel,600.0,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),2011-01-01,2016-06-29,942,2011-01-01
6000003,DGA,dga_web,Rio Las Leas Ante Junta Rio Cachapoal,1296,-34.3628,-70.3056,60.0,Rio Rapel,600.0,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),2015-01-01,2020-03-31,1828,2015-01-01
6000004,DGA,dga_web,Laguna El Yeso,2140,-34.4078,-70.21,60.0,Rio Rapel,600.0,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),2016-12-01,2020-03-28,690,2016-12-01
6015003,DGA,dga_web,Rengo,310,-34.4217,-70.8667,60.0,Rio Rapel,601.0,Cachapoal Bajo,1970-01-20,2010-11-15,14070,-
6013005,DGA,dga_web,Popeta,480,-34.4369,-70.7794,60.0,Rio Rapel,601.0,Cachapoal Bajo,1970-03-02,1975-05-31,1884,-
6013001,DGA,dga_web,Rio Claro En Hacienda Las Nieves,720,-34.4922,-70.7028,60.0,Rio Rapel,601.0,Cachapoal Bajo,2016-01-01,2020-03-31,1552,2016-01-02
6013008,DGA,dga_web,Laguna Los Cristales,2343,-34.5606,-70.5097,60.0,Rio Rapel,601.0,Cachapoal Bajo,2013-03-28,2018-08-31,1434,2013-03-28
6028001,DGA,dga_web,Rio Tinguiririca Bajo Los Briones,560,-34.7186,-70.8267,60.0,Rio Rapel,602.0,Rio Tinguiririca Alto (Hasta Bajo Junta Rio Claro),2013-12-16,2020-03-31,2252,2013-12-16
6023000,DGA,dga_web,Glaciar Universidad En Rio San Andres,2429,-34.7197,-70.3592,60.0,Rio Rapel,602.0,Rio Tinguiririca Alto (Hasta Bajo Junta Rio Claro),2019-07-01,2020-03-12,256,2019-07-01
7120002,DGA,dga_web,Laguna De Torca,28,-34.7675,-72.065,71.0,Rio Mataquito,712.0,Rio Mataquito,2015-05-01,2020-03-31,1738,2015-05-02
6034003,DGA,dga_web,Convento Viejo,239,-34.7694,-71.1331,60.0,Rio Rapel,603.0,Tinguiririca Bajo,1971-08-24,2017-02-22,14959,2017-02-22
6020001,DGA,dga_web,Termas Del Flaco,2650,-34.8911,-70.3297,60.0,Rio Rapel,602.0,Rio Tinguiririca Alto (Hasta Bajo Junta Rio Claro),1999-06-23,2020-03-31,2537,2017-01-01
7118003,DGA,dga_web,Curico,195,-34.9811,-71.2361,71.0,Rio Mataquito,711.0,Rio Lontue,2015-05-01,2020-03-31,1742,2015-05-02
7116005,DGA,dga_web,Potrero Grande,445,-35.1833,-71.0978,71.0,Rio Mataquito,711.0,Rio Lontue,1967-04-15,2020-03-31,17195,2015-09-24
7384002,DGA,dga_web,Constitucion,10,-35.3242,-72.4089,73.0,Rio Maule,738.0,Rio Maule Bajo,2015-05-01,2020-03-31,1750,2015-05-02
7381003,DGA,dga_web,Pencahue,55,-35.3725,-71.8325,73.0,Rio Maule,738.0,Rio Maule Bajo,1986-06-01,2020-03-31,12094,2015-09-08
7381002,DGA,dga_web,Fundo El Peral,110,-35.4006,-71.7833,73.0,Rio Maule,738.0,Rio Maule Bajo,1974-11-13,1986-06-29,4099,-
7378004,DGA,dga_web,Talca,110,-35.4194,-71.6606,73.0,Rio Maule,737.0,Rio Claro,2013-11-22,2016-01-01,224,2013-11-22
7378002,DGA,dga_web,Talca U.C.,130,-35.4358,-71.6197,73.0,Rio Maule,737.0,Rio Claro,1982-03-01,2020-03-31,13238,2015-05-02
7379002,DGA,dga_web,Rio Claro En Rauquen,64,-35.4525,-71.7333,73.0,Rio Maule,737.0,Rio Claro,1999-02-17,2020-03-31,6082,2005-09-01
7378003,DGA,dga_web,Colorado,420,-35.6381,-71.2606,73.0,Rio Maule,737.0,Rio Claro,1969-09-15,2016-04-30,16039,-
7320003,DGA,dga_web,Rio Claro En San Carlos,550,-35.6989,-71.0683,73.0,Rio Maule,736.0,Rio Maule Medio (Entre Rio Claro Y Rio Loncomilla),2014-01-01,2020-03-31,1759,2014-01-01
7320002,DGA,dga_web,Armerillo,492,-35.7011,-71.0772,73.0,Rio Maule,732.0,Rio Maule Medio,2011-01-01,2020-03-31,3010,2011-01-01
7321002,DGA,dga_web,Rio Maule En Armerillo,470,-35.7061,-71.1139,73.0,Rio Maule,732.0,Rio Maule Medio,2002-10-12,2020-03-31,4769,2005-09-01
7306001,DGA,dga_web,Rio Cipreses En Dasague Laguna La Invernada,1300,-35.7381,-70.7778,73.0,Rio Maule,730.0,Rio Maule Alto (Hasta Antes Junta Rio Melado),2014-01-01,2020-03-31,1638,2014-01-01
7303000,DGA,dga_web,Rio Maule En Los BaÑOs,980,-35.8197,-70.7606,73.0,Rio Maule,730.0,Rio Maule Alto (Hasta Antes Junta Rio Melado),2014-01-01,2020-03-31,1710,2014-01-01
7358007,DGA,dga_web,Linares,157,-35.8381,-71.5953,73.0,Rio Maule,735.0,Rio Loncomilla,1976-07-28,1984-02-28,2336,-
7317001,DGA,dga_web,Rio Melado En La Lancha Dga,650,-35.85,-71.0667,73.0,Rio Maule,731.0,Rio Melado,2002-09-28,2003-03-17,170,-
7317005,DGA,dga_web,Rio Melado En El Salto,730,-35.8842,-71.0192,73.0,Rio Maule,731.0,Rio Melado,2003-05-16,2020-03-31,4592,2005-09-01
